"Dataset","Data_source","x","y","type","AUPRC_label"
"KORA metabolomics","observed",0.236,0.622926093514329,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.237,0.623918766453554,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.238,0.624906226556639,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.239,0.625888514777404,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.24,0.626865671641791,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.241,0.627837737253442,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.242,0.628804751299183,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.243,0.629766753054424,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.244,0.630723781388479,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.245,0.631675874769797,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.246,0.632623071271124,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.247,0.633565408574569,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.248,0.634502923976608,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.249,0.635435654393,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.25,0.636363636363636,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.25,0.608695652173913,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.25,0.583333333333333,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.25,0.56,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.251,0.560983397190294,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.252,0.561962408410322,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.253,0.562937062937063,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.254,0.563907389787504,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.255,0.564873417721519,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.256,0.565835175244711,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.257,0.566792690611216,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.258,0.56774599182647,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.259,0.568695106649937,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.26,0.569640062597809,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.261,0.570580886945659,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.262,0.571517606731069,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.263,0.572450248756219,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.264,0.573378839590444,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.265,0.574303405572755,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.266,0.575223972814334,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.267,0.576140567200986,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.267857142857143,0.576923076923077,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.268,0.577053214395571,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.269,0.577961939840393,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.27,0.578866768759571,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.271,0.579767726161369,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.272,0.5806648368405,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.273,0.581558125380402,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.274,0.582447616155481,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.275,0.583333333333333,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.276,0.584215300876928,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.277,0.585093542546771,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.278,0.585968081903041,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.279,0.586838942307692,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.28,0.587706146926537,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.281,0.588569718731299,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.282,0.589429680501642,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.283,0.590286054827175,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.284,0.591138864109426,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.285,0.591988130563798,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.285714285714286,0.592592592592593,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.286,0.592833876221498,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.287,0.593676122931442,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.288,0.594514892362135,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.289,0.595350206003532,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.29,0.596182085168869,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.291,0.597010550996483,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.292,0.597835624451594,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.293,0.598657326328079,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.294,0.599475677250219,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.295,0.600290697674419,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.296,0.60110240789092,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.297,0.601910828025478,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.298,0.602715978041029,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.299,0.603517877739331,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.3,0.60431654676259,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.301,0.60511200459506,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.302,0.605904270564632,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.303,0.606693363844394,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.303571428571429,0.607142857142857,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.304,0.607479303454182,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.305,0.608262108262108,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.306,0.609041796986068,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.307,0.609818388195233,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.308,0.610591900311527,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.309,0.61136235161108,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.31,0.61212976022567,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.311,0.612894144144144,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.312,0.613655521213824,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.313,0.614413909141896,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.314,0.615169325496781,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.315,0.615921787709497,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.316,0.616671313074993,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.317,0.617417918753478,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.318,0.61816162177173,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.319,0.61890243902439,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.32,0.619640387275242,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.321,0.620375483158476,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.321428571428571,0.620689655172414,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.321428571428571,0.6,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.322,0.60042621204049,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.323,0.601169901621909,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.324,0.601910828025478,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.325,0.602649006622517,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.326,0.603384452670545,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.327,0.604117181314331,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.328,0.604847207586934,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.329,0.605574546410728,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.33,0.606299212598425,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.331,0.607021220854074,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.332,0.607740585774059,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.333,0.608457321848081,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.334,0.609171443460136,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.335,0.609882964889467,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.589285714285714,0.4125,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.589285714285714,0.407407407407407,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.589285714285714,0.402439024390244,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.589285714285714,0.397590361445783,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.589285714285714,0.392857142857143,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.59,0.393146120894812,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.591,0.393550228310502,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.592,0.393953797889533,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.593,0.394356830704921,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.594,0.39475932782683,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.595,0.395161290322581,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.596,0.395562719256661,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.597,0.395963615690733,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.598,0.396363980683647,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.599,0.396763815291446,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.6,0.397163120567376,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.601,0.397561897561898,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.602,0.397960147322693,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.603,0.398357870894677,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.604,0.398755069320004,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.605,0.399151743638077,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.606,0.399547894885561,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607,0.399943524096386,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.4,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.395348837209302,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.390804597701149,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.386363636363636,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.382022471910112,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.377777777777778,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.373626373626374,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.369565217391304,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.365591397849462,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.361702127659574,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.357894736842105,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.354166666666667,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.350515463917526,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.346938775510204,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.607142857142857,0.343434343434343,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.608,0.343752524028754,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.609,0.344123345172748,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.61,0.344493747478822,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.611,0.344863731656184,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.612,0.345233298412443,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.613,0.345602448453608,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.614,0.345971182484102,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.615,0.346339501206758,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.616,0.346707405322827,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.617,0.347074895531983,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.618,0.347441972532327,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.619,0.347808637020389,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.62,0.348174889691135,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.621,0.348540731237973,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.622,0.348906162352753,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.623,0.349271183725773,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.624,0.349635796045786,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.35,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.346534653465347,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.343137254901961,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.339805825242718,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.336538461538462,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.333333333333333,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.330188679245283,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.625,0.327102803738318,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.626,0.32745479001644,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.627,0.327806408245575,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.628,0.328157659002687,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.629,0.328508542863538,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.63,0.328859060402685,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.631,0.329209212193486,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.632,0.329558998808105,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.633,0.329908420817512,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.634,0.330257478791487,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.635,0.330606173298624,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.636,0.330954504906334,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.637,0.331302474180846,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.638,0.331650081687212,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.639,0.331997327989312,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.64,0.332344213649852,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.641,0.33269073923037,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.642,0.333036905291241,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.642857142857143,0.333333333333333,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.643,0.333382712391675,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.644,0.333728161089725,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.645,0.334073251942286,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.646,0.334417985505103,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.647,0.334762362332767,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.648,0.335106382978723,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.649,0.335450047995274,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.65,0.335793357933579,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.651,0.33613631334366,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.652,0.336478914774403,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.653,0.336821162773561,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.654,0.33716305788776,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.655,0.337504600662495,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.656,0.337845791642142,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.657,0.338186631369954,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.658,0.338527120388064,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.659,0.338867259237494,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.66,0.33920704845815,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.660714285714286,0.339449541284404,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.660714285714286,0.336363636363636,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.660714285714286,0.333333333333333,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.661,0.333429415579736,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.662,0.333765485450879,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.663,0.334101216615075,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.664,0.334436609584113,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.665,0.334771664868752,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.666,0.335106382978723,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.667,0.335440764422732,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.668,0.335774809708459,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.669,0.336108519342568,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.67,0.336441893830703,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.671,0.336774933677493,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.672,0.337107639386556,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.673,0.337440011460497,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.674,0.337772050400916,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.675,0.338103756708408,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.676,0.338435130882563,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.677,0.338766173421974,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.678,0.339096884824236,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.678571428571429,0.339285714285714,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.678571428571429,0.336283185840708,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.678571428571429,0.333333333333333,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.678571428571429,0.330434782608696,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.679,0.33050552812739,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.68,0.330670371656825,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.681,0.330834894857381,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.682,0.33099909866186,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.683,0.331162983999446,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.684,0.331326551795724,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.685,0.331489802972693,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.686,0.331652738448788,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.687,0.331815359138895,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.6875,0.331896551724138,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.688,0.331977665954367,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.689,0.332139659803044,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.69,0.332301341589267,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.691,0.332462712213898,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.692,0.332623772574332,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.693,0.332784523564519,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.694,0.332944966074978,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.695,0.333105100992811,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696,0.333264929201724,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.333333333333333,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.330508474576271,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.327731092436975,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.325,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.322314049586777,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.319672131147541,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.317073170731707,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.696428571428571,0.314516129032258,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.697,0.314611813257673,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.698,0.314779023321737,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.699,0.314945932028836,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.7,0.315112540192926,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.701,0.315278848625032,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.702,0.315444858133265,"Precision-Recall Curve","observed (AUPRC=0.474)"
"KORA metabolomics","observed",0.703,0.315610569522832,"Precision-Recall Curve","observed (AUPRC=0.474)"
